x,t,T
0.669,2670.0,8.011623537308317
0.723,2185.0,6.093286390493574
0.299,2446.0,11.352702770232616
0.604,1323.0,3.9313155735799485
0.319,2853.0,12.68504048024939
0.718,1925.0,5.324809430321186
0.615,1695.0,5.188971494027619
0.578,1625.0,5.178630782577547
0.115,850.0,6.446947555559812
0.21,2704.0,13.783960831722469
0.597,3534.0,11.449070576830717
0.996,861.0,1.7735245471271925
0.6930000000000001,280.0,0.5801977730605627
0.361,3566.0,14.699552940660595
0.676,618.0,1.4140336812349643
0.9430000000000001,2859.0,6.315778743623007
0.685,2063.0,5.967330905730338
0.602,1870.0,5.892557313509208
0.101,2765.0,15.967132036638565
0.8160000000000001,529.0,1.1116950078089243
0.961,2634.0,5.6864209826985
0.686,1994.0,5.739679946228679
0.317,141.0,0.36503307220288195
0.801,5.0,0.01028943885346548
0.793,3364.0,8.855831046390687
0.26,1226.0,6.403084104233293
0.038,3300.0,19.364732054491792
0.877,890.0,1.9238867726251525
0.668,1390.0,3.8591544094954435
0.253,2819.0,13.55358265446453
0.269,2903.0,13.63464868907622
0.353,1463.0,6.441596699307286
0.096,2014.0,12.778226551185895
0.08,3096.0,17.719737600267983
0.962,1488.0,3.162751855445722
0.154,1662.0,10.09684708998009
0.215,3293.0,16.027444464555412
0.289,2829.0,13.036758203347384
0.506,3123.0,11.197049524405237
0.20800000000000002,3320.0,16.250384470204995
0.47700000000000004,1617.0,5.91004380576319
0.71,1136.0,2.889090834442218
0.353,2642.0,11.384979847994497
0.335,2327.0,10.36802330110864
0.617,2832.0,9.01256619432875
0.6960000000000001,2346.0,6.781278977650888
0.427,2379.0,9.428546627427076
0.929,1742.0,3.8438093726214997
0.481,2938.0,10.855507471616233
0.268,810.0,4.167948023672605
0.896,580.0,1.2080105486853894
0.9400000000000001,134.0,0.27562886549506704
0.421,210.0,0.4902421231625288
0.9380000000000001,1892.0,4.154110374907763
0.055,1310.0,10.091950449025259
0.64,533.0,1.2164886454235615
0.645,976.0,2.569263619402048
0.737,3086.0,8.630872009023888
0.9420000000000001,2708.0,5.98432247246713
0.3,3384.0,14.978004811202888
0.024,1379.0,11.067801274288769
0.5650000000000001,292.0,0.6308051318741602
0.404,928.0,3.5527349283944125
0.328,1460.0,6.705147396010677
0.417,388.0,1.1260096331413068
0.77,887.0,2.0365930630505016
0.5,1165.0,3.9166769557528833
0.272,3067.0,14.2250388003286
0.904,3365.0,7.804201376215886
0.11,3503.0,18.72825854500959
0.057,3478.0,19.670405642016625
0.999,525.0,1.0799843938416573
0.427,3264.0,12.694379358725083
0.716,1159.0,2.942555655670256
0.527,818.0,2.418059370212534
0.496,1108.0,3.711706776919792
0.732,1879.0,5.103213247866222
0.47900000000000004,2108.0,7.821895623161969
0.34,3437.0,14.555280791103572
0.34,2841.0,12.336791913742914
0.365,2401.0,10.274153394365335
0.084,2806.0,16.461869308755062
0.6,547.0,1.3042035584632492
0.727,3037.0,8.58452019468148
0.9500000000000001,3195.0,7.005210436438777
0.334,2464.0,10.937322443364687
0.6990000000000001,2406.0,6.944177026433322
0.732,2175.0,6.0030644878089685
0.499,3119.0,11.268004829283573
0.616,938.0,2.5315824179912494
0.004,2937.0,18.61517741710651
0.378,1259.0,5.268457822800547
0.36,773.0,3.1546647008963653
0.9520000000000001,2325.0,5.061576785214735
0.512,1889.0,6.674707433279271
0.20800000000000002,1587.0,8.883189898871269
0.578,978.0,2.806717447228419
0.426,146.0,0.31352790080591475
0.112,3125.0,17.221384109494306
0.5730000000000001,613.0,1.5566636410493027
0.9570000000000001,3224.0,7.007766388769893
0.9420000000000001,2345.0,5.165377682475293
0.664,3044.0,9.211814581953266
0.524,2059.0,7.20922415657938
0.783,849.0,1.917683882261111
0.595,2597.0,8.453257546390196
0.727,456.0,0.9684575263004293
0.646,645.0,1.5288190020627686
0.113,1959.0,12.2125712452942
0.037,2786.0,17.3089869029668
0.767,45.0,0.09256828137593923
0.005,2055.0,14.765790751403609
0.382,1778.0,7.502816462928727
0.315,2224.0,10.211010919836536
0.768,1878.0,4.907116759674571
0.627,938.0,2.497375066392725
0.623,872.0,2.289233678769269
0.8140000000000001,3422.0,8.801529087699512
0.607,1533.0,4.6648483690394045
0.421,2994.0,11.807634491388585
0.242,853.0,4.688609729825481
0.905,1135.0,2.473919567657718
0.46,3381.0,12.660550313774795
0.988,1918.0,3.996915871664363
0.592,3403.0,11.099329064234452
0.161,836.0,5.652705009981294
0.461,1411.0,5.201949281364181
0.029,1258.0,10.327059253011255
0.842,71.0,0.14603916638520206
0.738,1319.0,3.3627287807277493
0.069,299.0,3.388709423162796
0.99,1425.0,2.955580183047762
0.8130000000000001,3161.0,8.134299272104636
0.663,1246.0,3.4015682853274782
0.035,89.0,1.7400553864933765
0.463,2055.0,7.777418791547389
0.978,1540.0,3.230942136051428
0.199,2350.0,12.480526902703675
0.962,2774.0,5.985136838199051
0.193,1907.0,10.613450826462318
0.147,3491.0,17.988126337316416
0.51,3058.0,10.927051577372575
0.214,1053.0,6.1138762335910375
0.629,2647.0,8.299522249474208
0.294,1505.0,7.317921934855926
0.835,2857.0,7.15632238243523
0.456,990.0,3.4718351411446533
0.211,491.0,2.9332397597073863
0.914,2927.0,6.697468886164217
0.12,2487.0,14.439276871242438
0.073,2287.0,14.44898814341196
0.459,3142.0,11.84560797314197
0.134,3418.0,17.95108710053479
0.732,2742.0,7.685863615922137
0.794,331.0,0.6834669163013387
0.776,292.0,0.6021727283315057
0.516,709.0,2.049257200008405
0.657,1145.0,3.0887060213943727
0.07200000000000001,1049.0,8.348153427125514
0.515,1813.0,6.358356761357205
0.709,318.0,0.6609376724100037
0.9450000000000001,3231.0,7.128589391464427
0.655,573.0,1.3119367112819242
0.114,96.0,0.8517560081802296
0.39,1801.0,7.512466515088765
0.687,161.0,0.3312620165673225
0.602,874.0,2.3573240223005048
0.55,3584.0,12.177263269538667
0.129,407.0,3.346501994026186
0.81,3546.0,9.16054050960928
0.616,829.0,2.1658866380223962
0.961,1754.0,3.7519275379251704
0.902,2576.0,5.958525893671349
0.47500000000000003,2274.0,8.495728824797604
0.996,1631.0,3.3677703354427675
0.033,2252.0,15.084311712736108
0.583,130.0,0.26760656508867126
0.903,1272.0,2.8047503855754212
0.323,3327.0,14.412846643858552
0.6960000000000001,1121.0,2.8835665540701267
0.782,779.0,1.7356133990069473
0.669,324.0,0.6792000643966323
0.715,50.0,0.1028528117412317
0.709,1833.0,5.0887794704854965
0.767,1543.0,3.927159521477634
0.17300000000000001,205.0,1.3242116570139546
0.28200000000000003,561.0,2.6815064366086103
0.799,637.0,1.3689710922294562
0.859,1297.0,2.9632833788414032
0.753,1762.0,4.6394347073239555
0.6890000000000001,1487.0,4.083341620323171
0.771,1486.0,3.744657731289798
0.051000000000000004,1546.0,11.38464690062152
0.66,2358.0,7.0985080214999074
0.16,1695.0,10.155943530735193
0.659,903.0,2.295155856877541
0.337,3439.0,14.607902995673093
0.863,3094.0,7.521189176681843
0.9410000000000001,3476.0,7.70921803298467
0.5630000000000001,465.0,1.1083994100731869
0.308,615.0,2.7612461177633483
0.28400000000000003,3228.0,14.648770067659546
0.721,721.0,1.6465284529127664
0.483,1271.0,4.4593599723136945
0.28800000000000003,455.0,2.050800036696495
0.919,2797.0,6.356665202057852
0.0,1720.0,13.276633477209876
0.8200000000000001,1482.0,3.563245944517308
0.924,2898.0,6.551479946903423
0.068,2313.0,14.661215074419578
0.34500000000000003,1747.0,7.791152426855606
0.91,220.0,0.4525424838737824
0.131,1734.0,10.833557138562897
0.687,3453.0,10.189343231994316
0.724,1942.0,5.34225406985008
0.131,1301.0,8.675428046481828
0.74,3411.0,9.513225457730726
0.10400000000000001,2787.0,16.001756090445102
0.137,2728.0,15.147199374278681
0.036000000000000004,3479.0,20.099392131808177
0.006,2417.0,16.37161403906655
0.224,312.0,1.6715160757274858
0.747,1844.0,4.915977228470935
0.259,333.0,1.5531572405379932
0.54,1108.0,3.464109411048052
0.903,1796.0,4.072958386781435
0.99,950.0,1.962629302393003
0.874,2791.0,6.683582437817638
0.128,64.0,0.4268631336323064
0.04,1280.0,10.225467487636353
0.897,814.0,1.7310347905591612
0.498,1425.0,4.973391294898334
0.216,2442.0,12.596605450259373
0.333,3553.0,15.07838324763132
0.28800000000000003,1997.0,9.610407274727319
0.598,1052.0,2.9918953991428694
0.105,3369.0,18.310177597877527
0.28300000000000003,2885.0,13.347690130711166
0.9470000000000001,1380.0,2.960059617612116
0.835,1933.0,4.724537673368334
0.583,2805.0,9.266206824017857
0.837,3355.0,8.408720884784914
0.457,1258.0,4.595321952021465
0.034,1800.0,12.969606747610898
0.033,2916.0,17.927711502347815
0.729,2600.0,7.293947886613059
0.168,737.0,4.9695861290742265
0.937,3161.0,7.041980980090418
0.202,1987.0,10.834388435996354
0.838,307.0,0.6322986670821384
0.777,1215.0,2.9411438371801943
0.518,3083.0,10.91779778050822
0.717,44.0,0.0905012976456856
0.919,2487.0,5.6348668024292365
1.0,2605.0,5.358386075949368
0.249,2551.0,12.530031751372082
0.315,744.0,3.372025220816479
0.126,2939.0,16.213815566348497
0.991,988.0,2.040904830949325
0.653,143.0,0.29421561645512
0.888,226.0,0.46489103079304434
0.379,1409.0,5.930719644016334
0.844,3055.0,7.587487437145014
0.336,2840.0,12.389780325377876
0.052000000000000005,1804.0,12.63080655675441
0.395,773.0,2.910205566945681
0.5730000000000001,2830.0,9.452939701474213
0.39,1927.0,8.040061204561695
0.508,933.0,2.946603961671265
0.313,2733.0,12.303647942740128
0.17,752.0,5.031242614237956
0.658,2721.0,8.269888202108914
0.301,2174.0,10.191890678829127
0.591,81.0,0.16661325564346582
0.903,3494.0,8.11398596475967
0.20600000000000002,766.0,4.638190202119696
0.498,320.0,0.7492719450427865
0.506,2801.0,10.081218385466613
0.743,1079.0,2.630751644672275
0.028,2840.0,17.71694215731297
0.026000000000000002,1356.0,10.907090597131846
0.065,2062.0,13.587604858413275
0.022,1708.0,12.767606297620913
0.364,3459.0,14.27561923444147
0.46900000000000003,284.0,0.6700875416177222
0.148,1530.0,9.552393077813566
0.48,1256.0,4.419138335535503
0.536,1191.0,3.8049741013231326
0.296,2332.0,10.924789070489238
0.618,2117.0,6.629850123215772
0.87,1676.0,3.9019568209995588
0.87,2763.0,6.6448280515259235
0.902,836.0,1.7782191296311896
0.009000000000000001,2901.0,18.36178629834295
0.33,2479.0,11.052382541782103
0.189,3559.0,17.483727860312836
0.004,647.0,7.226627820997365
0.991,2072.0,4.305952460969106
0.053,1433.0,10.771531400983648
0.167,786.0,5.274253024602028
0.165,144.0,0.9027017645834565
0.263,40.0,0.08382707822898948
0.179,702.0,4.610569811868012
0.54,2033.0,6.971243014575666
0.116,2074.0,12.686614815758512
0.786,1226.0,2.949290783016771
0.588,799.0,2.142520517338971
0.005,1033.0,9.574314735515829
0.2,2388.0,12.626962424299577
0.389,2220.0,9.250086741351296
0.281,1936.0,9.439290948771896
0.8210000000000001,1363.0,3.2354729816417103
0.41200000000000003,3549.0,13.896456624569428
0.0,2379.0,16.32459443654128
0.519,2126.0,7.504373322763514
0.778,2725.0,7.259781100945946
0.264,3516.0,16.042031921358536
0.787,1416.0,3.4866384376209623
0.521,3216.0,11.33088584125428
0.14,751.0,5.459177749401045
0.9550000000000001,1205.0,2.5534422356193764
0.105,103.0,1.0086620805952269
0.842,1171.0,2.674086807210212
0.21,3289.0,16.097661036820593
0.399,2375.0,9.745820398030995
0.58,1933.0,6.280026998021672
0.801,1030.0,2.375654444770113
0.044,1729.0,12.426680898482742
0.811,2452.0,6.264915870051894
0.804,72.0,0.1481061278491298
0.134,2790.0,15.45811396223261
0.49,1402.0,4.940288680355327
0.122,1863.0,11.603398566692794
0.8160000000000001,1738.0,4.281973587244468
0.41500000000000004,403.0,1.191387861151713
0.9400000000000001,2046.0,4.496948028121933
0.21,270.0,1.500901555571033
0.37,2221.0,9.48567526066434
0.424,83.0,0.1713244776826194
0.656,634.0,1.4830786373467253
0.159,899.0,6.044825487473919
0.167,2956.0,15.541335461770695
0.171,2011.0,11.445532024196316
0.87,1828.0,4.2896945833739855
0.656,780.0,1.9175877775401207
0.113,591.0,4.859812124299864
0.586,1623.0,5.11854559269907
0.453,2341.0,8.987610288786026
0.799,1409.0,3.428258198174958
0.151,1074.0,7.1423629622434746
0.166,2395.0,13.227370161903739
0.169,1538.0,9.249463334228885
0.066,2037.0,13.453079255208328
0.10200000000000001,2153.0,13.300834071598901
0.386,798.0,3.0857902887919844
0.07,2340.0,14.741627435940556
0.152,430.0,3.208561247832718
0.108,1178.0,8.416138399673445
0.417,1631.0,6.515806012695038
0.369,2201.0,9.416585133551028
0.504,2486.0,8.976852756231937
0.06,2756.0,16.72273392569792
0.511,38.0,0.07817010375593063
0.625,2038.0,6.307410802418979
0.91,1158.0,2.5203533621279894
0.202,463.0,2.8504469936447503
0.073,201.0,2.42991014815009
0.986,2952.0,6.182874907844997
0.9490000000000001,2183.0,4.760904273906623
0.049,3377.0,19.441867780467067
0.8260000000000001,414.0,0.8578709458633823
0.509,2240.0,8.02316014980247
0.771,2937.0,7.905764411304108
0.684,2835.0,8.384697282876564
0.40700000000000003,1612.0,6.534203538814498
0.422,3024.0,11.903402422882111
0.381,1481.0,6.228878444483656
0.9440000000000001,369.0,0.7595295267641716
0.46900000000000003,896.0,3.0009680915990655
0.008,591.0,6.76267073855222
0.112,484.0,4.143901014073845
0.373,3033.0,12.59829594848533
0.81,413.0,0.8570808321890337
0.729,1581.0,4.201104994171955
0.423,126.0,0.26621924307376066
0.562,865.0,2.4592405849642933
0.6990000000000001,1333.0,3.5457696325802512
0.9500000000000001,1217.0,2.588655767222779
0.163,885.0,5.905871730911083
0.661,2475.0,7.465254126341173
0.494,1080.0,3.6105931744718696
0.456,383.0,1.0153889036199506
0.125,1605.0,10.312594658743556
0.216,1096.0,6.313355191481994
0.12,1329.0,9.007639386584732
0.33,871.0,3.879122225323838
0.28400000000000003,1893.0,9.208327825810098
0.558,916.0,2.660180808246552
0.77,363.0,0.7528823284609677
0.099,2262.0,13.844527568512097
0.746,3468.0,9.608815277710207
0.446,3345.0,12.722556859422385
0.803,352.0,0.7273965186562135
0.5740000000000001,3348.0,11.134634026016805
0.138,3119.0,16.713559229085494
0.179,2456.0,13.266953222571695
0.297,1275.0,6.194831352128528
0.886,2527.0,5.9486786256355035
0.8150000000000001,1781.0,4.404897764187079
0.36,2136.0,9.261248149552408
0.449,1466.0,5.530190685981757
0.735,131.0,0.26945960420061743
0.116,3096.0,17.030774873089392
0.529,955.0,2.9314246662502605
0.24,120.0,0.4081828905333131
0.454,2961.0,11.267520629276673
0.61,2903.0,9.311800856016776
0.289,2912.0,13.361463830501775
0.46900000000000003,3195.0,11.902959058158572
0.97,294.0,0.6047816887961419
0.989,2097.0,4.368157694547623
0.336,1213.0,5.4711309990069585
0.792,69.0,0.14193398292897708
0.607,1129.0,3.227407040389853
0.451,2300.0,8.852712434895121
0.781,672.0,1.4649483659143785
0.19,358.0,2.2783640302696058
0.189,2439.0,13.026418613179851
0.203,2161.0,11.5938998403255
0.177,493.0,3.3271477977516946
0.27,1544.0,7.807127857644779
0.122,1318.0,8.91622220972508
0.059000000000000004,327.0,3.7940738093505026
0.619,2049.0,6.389734947303356
0.20600000000000002,291.0,1.6748695246031415
0.708,1298.0,3.401548333539063
0.601,1253.0,3.6955970250069567
0.995,2539.0,5.255375039169388
0.931,2457.0,5.488323317419072
0.737,1233.0,3.105691726205451
0.056,230.0,2.980488848437626
0.275,988.0,5.023411030473581
0.122,1919.0,11.865315206298348
0.786,558.0,1.1872687775205923
0.644,239.0,0.495305298642214
0.683,2416.0,7.100076557473478
0.727,2681.0,7.548982025328297
0.968,2453.0,5.246018100504868
0.784,1505.0,3.7521703040210053
0.667,2618.0,7.866476967106274
0.177,3443.0,17.261601801083337
0.068,2441.0,15.222990461538204
0.464,2853.0,10.757282448785615
0.803,2370.0,6.095483161506866
0.534,646.0,1.7630854863804113
0.11,1957.0,12.257629097538848
0.354,1125.0,4.879293353674474
0.605,1736.0,5.398473193161545
0.996,1544.0,3.1874961020859303
0.614,1911.0,5.950305850039092
0.684,2595.0,7.649079561126845
0.98,3373.0,7.121585865711302
0.303,258.0,0.9170317976195809
0.603,3595.0,11.565752813639063
0.422,1956.0,7.8088893943717315
0.8170000000000001,3182.0,8.15254846050426
0.439,1042.0,3.8070377063095564
0.619,1913.0,5.92177187154911
0.753,1109.0,2.694828151806567
0.356,2226.0,9.68151861871178
0.22,2641.0,13.36146533876618
0.584,933.0,2.623079135432244
0.981,1776.0,3.724779780150992
0.865,1655.0,3.8666223034303435
0.842,315.0,0.6488504605597347
0.022,2483.0,16.327335714669726
0.616,1242.0,3.5862680199750328
0.612,1392.0,4.135873080578833
0.326,3531.0,15.107539725165498
0.585,3074.0,10.12835984600545
0.807,2225.0,5.671432829733603
0.151,3062.0,16.25063667197175
0.202,3593.0,17.380560018052652
0.795,2730.0,7.138389306603755
0.543,3404.0,11.684723640204274
0.062,3136.0,18.233735930299805
0.066,1471.0,10.715983511583902
0.08700000000000001,848.0,6.909977330385343
0.275,1156.0,5.87186939676648
0.725,2989.0,8.46470461291577
0.5710000000000001,3424.0,11.412267044549123
0.447,739.0,2.460864963512704
0.227,2280.0,11.731890745847982
0.981,1648.0,3.452236562803194
0.984,1138.0,2.363648900152632
0.377,45.0,0.09259044354095207
0.28200000000000003,1718.0,8.450831641126275
0.7010000000000001,797.0,1.8880683895573016
0.7010000000000001,653.0,1.4832327790353714
0.905,1687.0,3.8013365262662098
0.9480000000000001,1918.0,4.169992623076215
0.487,2758.0,10.145293129319874
0.862,1919.0,4.558769580318176
0.921,2964.0,6.727174607242198
0.983,635.0,1.3093976231306867
0.5740000000000001,974.0,2.808112100039523
0.27,2320.0,11.250010597225499
0.218,254.0,1.3358066701112374
0.835,2509.0,6.2511087004982935
0.973,1714.0,3.6210873510200865
0.017,3167.0,19.271298199680945
0.27,2655.0,12.631607992903295
0.321,1988.0,9.13179549962143
0.366,2248.0,9.645212255945241
0.22,112.0,0.41790459750189846
0.514,2837.0,10.117002362003637
0.195,2851.0,14.63322986053764
0.535,2417.0,8.41137531984469
0.99,1968.0,4.093037685856053
0.147,1467.0,9.255704322971756
0.069,1752.0,12.051115662516148
0.031,2749.0,17.27656236635694
0.977,3459.0,7.331612716104742
0.967,2020.0,4.309960846959302
0.8230000000000001,2175.0,5.439413135623621
0.292,2133.0,10.141960966122292
0.002,2717.0,17.742674136921867
0.882,299.0,0.6153450884656876
0.11900000000000001,2884.0,16.11983410824087
0.185,531.0,3.4771931011594144
0.34800000000000003,2584.0,11.225149011974498
0.129,1345.0,8.937064998506054
0.648,1092.0,2.943982468450777
0.604,246.0,0.5141064978954363
0.453,541.0,1.6212328912175908
0.376,3309.0,13.56395809955919
0.379,1217.0,5.06908846832455
0.629,774.0,1.9554293768383357
0.369,3189.0,13.22892568016129
0.435,451.0,1.3230271244760468
0.6950000000000001,941.0,2.3280848127201295
0.5640000000000001,3596.0,12.041616303181522
0.587,3463.0,11.346055764868138
0.718,1393.0,3.6623974227447382
0.371,440.0,1.5089508194525179
0.083,464.0,4.4583049208142205
0.316,2927.0,13.014699747761696
0.23,2913.0,14.297568175783168
0.11800000000000001,783.0,5.996267735887893
0.766,1354.0,3.375343977625928
0.792,3409.0,8.98438193943997
0.265,2685.0,12.829224565703397
0.9570000000000001,304.0,0.625398452568157
0.541,3050.0,10.539630846262954
0.9580000000000001,528.0,1.0894127677985277
0.088,307.0,3.1570517138300866
0.067,3052.0,17.79813975498951
0.44,74.0,0.15237300847347784
0.933,1723.0,3.7849560240659015
0.155,2960.0,15.770854645979435
0.783,1908.0,4.9163302150880535
0.496,201.0,0.4299186680036152
0.057,2894.0,17.353851942784356
0.604,3237.0,10.440924017400567
0.845,2240.0,5.48246547133412
0.27,1727.0,8.65298396919122
0.299,1070.0,5.172372527786004
0.052000000000000005,1517.0,11.219065406602274
0.961,2138.0,4.597991333761874
0.796,3425.0,8.986825946962131
0.325,1376.0,6.351745198197245
0.159,2449.0,13.580255277235842
0.53,1756.0,6.018116403201118
0.036000000000000004,3204.0,19.027253388424114
0.899,508.0,1.0525104811172998
0.834,1076.0,2.44153159720337
0.203,1455.0,8.3175529390538
0.922,1231.0,2.6706889843993564
0.005,1482.0,11.990909790372216
0.719,2262.0,6.355399762258368
0.742,2540.0,7.0155113922909536
0.341,2361.0,10.426757336378065
0.555,1168.0,3.6138941128990436
0.268,2500.0,12.029466411242048
0.323,2085.0,9.519413982048919
0.892,427.0,0.8815100968474829
0.448,3205.0,12.208423381330196
0.673,2366.0,7.021128174990669
0.84,1088.0,2.462528827453328
0.633,2037.0,6.245304935183035
0.971,1017.0,2.12231905966362
0.023,2972.0,18.361844687156065
0.663,810.0,1.995704429111659
0.656,753.0,1.8351561673158614
0.384,3113.0,12.74000044174341
0.753,1083.0,2.6192791443295946
0.329,337.0,1.203268997531488
0.8290000000000001,1173.0,2.7055039166265207
0.607,1439.0,4.329830176195758
0.47100000000000003,439.0,1.183379326583072
0.14300000000000002,35.0,0.1310680306505972
0.276,1912.0,9.402236698642817
0.319,2201.0,10.060859982519165
0.331,1438.0,6.570346461432275
0.095,795.0,6.450770668511781
0.447,2364.0,9.142336541685204
0.032,194.0,3.0421812156202357
0.756,341.0,0.7067004138230872
0.549,185.0,0.3850173442029964
0.456,1119.0,4.017258374498287
0.984,3251.0,6.8282842021918775
0.148,1959.0,11.59621853166703
0.28,1628.0,8.065805410082117
0.247,990.0,5.360104969346098
0.784,1218.0,2.9317496567439347
0.11900000000000001,5.0,0.01030138756898217
0.9590000000000001,1688.0,3.6133069392295583
0.19,1726.0,9.820046894817942
0.494,183.0,0.3875372801315716
0.611,2410.0,7.679614332401381
0.727,373.0,0.7794836336283607
0.555,2070.0,6.977247336046819
0.274,798.0,4.041419444477266
0.6920000000000001,1093.0,2.8072898601122693
0.17500000000000002,1965.0,11.170017825687484
0.198,3065.0,15.434826408575846
0.012,2380.0,16.083959154161345
0.424,2682.0,10.617911273835613
0.545,332.0,0.7447121802606176
0.098,1518.0,10.359774136839459
0.719,1449.0,3.833394992530135
0.228,163.0,0.6934397670644796
0.24,2069.0,10.614947689778406
0.97,1570.0,3.3191116981229225
0.99,588.0,1.210827400462116
0.967,2540.0,5.441162583994393
0.044,1595.0,11.767488356928895
0.675,1573.0,4.431912188203845
0.265,3133.0,14.589484325711908
0.611,1671.0,5.129810230813081
0.796,887.0,2.0019070531014167
0.965,571.0,1.1786278359390963
0.147,130.0,0.9138271012768485
0.301,972.0,4.662345028937566
0.068,502.0,4.988550081254192
0.6920000000000001,3016.0,8.854109908932575
0.312,66.0,0.14007042482967277
0.5680000000000001,888.0,2.520410537083831
0.453,2476.0,9.499326958044588
0.136,1928.0,11.660532293638557
0.742,527.0,1.1313300490803904
0.598,2755.0,8.94945408057507
0.234,1447.0,7.83242648784663
0.684,3461.0,10.244980701707819
0.099,348.0,3.3251254328765536
0.44,571.0,1.7905834688091837
0.323,2142.0,9.760043751080698
0.21,2463.0,12.78228563802686
0.113,722.0,5.701515022916827
0.911,2106.0,4.781965641086026
